,GSM,GSE,Input,Output
13673,,GSE88222,The library contained in this experiment come from human female pancreas tissue. They are stranded PE101 Illumina Hi-Seq RAMPAGE libraries from rRNA-depleted Total RNA > 200 nucleotides in size. body of pancreas female adult (53 years) Pancreas tissue from received by the Gingeras lab to do RNA-Seq assay on from GTEx. = ,"Assay name: RAMPAGE - Assay type: Transcription - Target of assay: None - Genome assembly: GRCh38,hg19 - Biosample term name: body of pancreas - Project: ENCODE - Organism: Homo sapiens - Life stage: adult - Age: 53 - Age units: year - Sex: female - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: None $"
259,GSM1010750,,"FOXM1 ChIP-seq protocol v042211.1 on human SK-N-SH SK-N-SH neuroblastoma, newly promoted to tier 2: not in 2011 analysis, the SK-N-SH line was established from a neuroblastoma in a 4 year old individual. = ",Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: FOXM1 - Genome assembly: hg19 - Biosample term name: SK-N-SH - Project: ENCODE - Organism: Homo sapiens - Life stage: child - Age: 4 - Age units: year - Sex: female - Ethnicity: None - Health status: Metastatic neuroblastoma from bone marrow - Classification: cell line - Investigated as: DNA repair $
14094,GSM683930,,"cell: CMK; cell organism: Human; cell description: Human Acute Megakaryocytic Leukemia Cells; cell sex: M; replicate: 2; treatment: None; obtainedby: UW Reduced Representation RRBS on human CMK CMK acute megakaryocytic leukemia cells, established from the peripheral blood of a 10-month-old boy with Down's syndrome and acute megakaryocytic leukemia (AML M7) at relapse in 1985 - DSMZ. (PMID: 3016165) = ",Assay name: RRBS - Assay type: DNA methylation - Target of assay: None - Genome assembly: hg19 - Biosample term name: CMK - Project: ENCODE - Organism: Homo sapiens - Life stage: child - Age: 10 - Age units: month - Sex: male - Ethnicity: None - Health status: Down syndrome - Classification: cell line - Investigated as: None $
8184,,GSE96158, adrenal gland male adult (54 years) EnTEX: Adrenal Gland = ,"Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K4me1 - Genome assembly: GRCh38,hg19 - Biosample term name: adrenal gland - Project: ENCODE - Organism: Homo sapiens - Life stage: adult - Age: 54 - Age units: year - Sex: male - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: histone,broad histone mark $"
10116,GSM945220,,"lab: UW; lab description: Stamatoyannopoulous - University of Washington; datatype: ChipSeq; datatype description: Chromatin IP Sequencing; cell: GM12866; cell organism: human; cell description: B-lymphocyte, lymphoblastoid, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed.; cell karyotype: normal; cell lineage: mesoderm; cell sex: M; antibody: H3K4me3; antibody antibodydescription: rabbit polyclonal. Antibody Target: H3K4me3; antibody targetdescription: Histone H3 (tri methyl K4). Marks promoters that are active or poised to be activated.; antibody vendorname: Millipore; antibody vendorid: 07-473; treatment: None; treatment description: No special treatment or protocol applies; control: std; control description: Standard input signal for most experiments.; controlid: GM12866/None/Input/std; labexpid: DS18912; labversion: Bowtie 0.12.7; replicate: 1 H3K4me3 ChIP-seq on human GM12866 GM12866 B-lymphoblastoid cell line, International HapMap Project, CEPH/Utah pedigree 1459, treatment: Epstein-Barr Virus transformed. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K4me3 - Genome assembly: GRCh38 - Biosample term name: GM12866 - Project: ENCODE - Organism: Homo sapiens - Life stage: unknown - Age: unknown - Age units: None - Sex: male - Ethnicity: Caucasian - Health status: unknown - Classification: cell line - Investigated as: histone,narrow histone mark $"
4711,GSM537681,,"molecule: genomic DNA; disease: none; biomaterial_provider: Cellular Dynamics; biomaterial_type: Cell Line; line: H1; lineage: undifferentiated; differentiation_stage: stage_zero; differentiation_method: none; passage: 32.0; medium: TESR; sex: Male; batch: 0/0/00; experiment_type: Histone H3K4me3; extraction_protocol: SDS lysis; extraction_protocol_type_of_sonicator: Bioruptor; extraction_protocol_sonication_cycles: 1; chip_protocol: Bernstein_BROAD_ENCODE_protocol; chip_protocol_chromatin_amount: 10 million cells; chip_protocol_bead_type: Protein A-Sepharose 4B; chip_protocol_bead_amount: 70 ul bed volume; chip_protocol_antibody_amount: 2-15 ug; chip_antibody: H3K4Me3; chip_antibody_provider: Millipore; chip_antibody_catalog: 07-473; chip_antibody_lot: R0903B0054 Design description: Human Chromatin IP REMC Sequencing on Illumina; Library name: Solexa-12522; EDACC Genboree Experiment Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FBroad%2FEXPERIMENT%2FEDACC.2496; EDACC Genboree Sample Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FBroad%2FSAMPLE%2FEDACC.2353; ; For data usage terms and conditions, please refer to:; http://www.drugabuse.gov/funding/funding-opportunities/nih-common-fund/epigenomics-data-access-policies; ; BED and WIG files were replaced on April 29, 2014  H1 H1 (WA01) embryonic stem cells provided by Cellular Dynamics and maintained on mTeSR medium.,H1 stem cells from Cellular Dynamics. donor alias: 27276.0 = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K4me3 - Genome assembly: GRCh38,hg19 - Biosample term name: H1 - Project: Roadmap - Organism: Homo sapiens - Life stage: embryonic - Age: unknown - Age units: None - Sex: male - Ethnicity: None - Health status: healthy - Classification: cell line - Investigated as: histone,narrow histone mark $"
1877,GSM993473,,cell type: fibroblasts taken from individuals with Parkinson's disease .bed file contains gene-level normalized expression values RNA array on human FibroP (AG08396) AG08396 fibroblasts taken from individuals with Parkinson's disease = ,Assay name: transcription profiling by array assay - Assay type: Transcription - Target of assay: None - Genome assembly: hg19 - Biosample term name: AG08396 - Project: ENCODE - Organism: Homo sapiens - Life stage: adult - Age: 85 - Age units: year - Sex: female - Ethnicity: Caucasian - Health status: Parkinson's disease - Classification: cell line - Investigated as: None $
3615,,," iPS-18c Human induced stem cell line derived from dermal fibroblasts. Cells have a karyotype of: Normal, 46XX. Cells are pluripotency tested on 3 germ layers in EB and teratomas. The cells were reprogrammed using a retrovirus containing 3 factors: KLF4, SOX2, OCT4.[PMID: 21293464]. Cells were provided by Harvard University and maintained on KSR medium. = ",Assay name: RRBS - Assay type: DNA methylation - Target of assay: None - Genome assembly: None - Biosample term name: iPS-18c - Project: Roadmap - Organism: Homo sapiens - Life stage: adult - Age: 48 - Age units: year - Sex: female - Ethnicity: None - Health status: None - Classification: cell line - Investigated as: None $
12259,,GSE83038,"H3K9me3 ChIP-seq on embryonic 14.5 day mouse midbrain C57BL/6 midbrain embryo (14.5 days) Midbrain from 24 embryonic 14.5 day mice,Midbrain from 34 embryonic 14.5 day mice = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K9me3 - Genome assembly: mm10 - Biosample term name: midbrain - Project: ENCODE - Organism: Mus musculus - Life stage: embryonic - Age: 14.5 - Age units: day - Sex: mixed - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: histone,broad histone mark $"
11809,,GSE83054,"H3K27ac ChIP-seq on embryonic 12.5 day mouse forebrain C57BL/6 forebrain embryo (12.5 days) Forebrain from 68 embryonic 12.5 day mice,Forebrain from 120 embryonic 12.5 day mice = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K27ac - Genome assembly: mm10 - Biosample term name: forebrain - Project: ENCODE - Organism: Mus musculus - Life stage: embryonic - Age: 12.5 - Age units: day - Sex: mixed - Ethnicity: None - Health status: None - Classification: tissue - Investigated as: histone,narrow histone mark $"
11867,,,HudsonAlpha human HRCE DNA Methylation Array renal cortical epithelial cell renal cortical epithelial cells = ,Assay name: DNA methylation profiling by array assay - Assay type: DNA methylation - Target of assay: None - Genome assembly: None - Biosample term name: renal cortical epithelial cell - Project: ENCODE - Organism: Homo sapiens - Life stage: unknown - Age: unknown - Age units: None - Sex: unknown - Ethnicity: None - Health status: normal - Classification: primary cell - Investigated as: None $
10942,GSM818055,,"sample alias: NPC-04; sample common name: H1 Derived Neuronal Progenitor Cultured Cells; molecule: genomic DNA; disease: None; biomaterial_provider: James Thomson Laboratory; biomaterial_type: Cell Line; line: H1; lineage: Embryonic Stem Cell; differentiation_stage: Embryonic stem cell differentiated into neural progenitor cells; differentiation_method: Publication in progress; passage: Between 20 and 30; medium: Publication in progress; Sex: Male; batch: NPC-4; experiment_type: Histone H3K9me3; extraction_protocol: See http://bioinformatics-renlab.ucsd.edu/RenLabChipProtocolV1.pdf; extraction_protocol_type_of_sonicator: Biorupter; extraction_protocol_sonication_cycles: 80; chip_protocol: See http://bioinformatics-renlab.ucsd.edu/RenLabChipProtocolV1.pdf; chip_protocol_chromatin_amount: 500 micrograms; chip_protocol_bead_type: magnetic anti-rabbit; chip_protocol_bead_amount: 33,500,000; chip_protocol_antibody_amount: 5 micrograms; chip_antibody: H3K9me3; chip_antibody_provider: Abcam; chip_antibody_catalog: ab8898; chip_antibody_lot: 699671  neural stem progenitor cell originated from H1 Human embryonic stem cells received from the James Thomson laboratory. Cells are from the H1 line and are differentiated into neural progenitor cells. Differentiation method described in a publication currently in progress. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K9me3 - Genome assembly: GRCh38,hg19 - Biosample term name: neural stem progenitor cell - Project: Roadmap - Organism: Homo sapiens - Life stage: embryonic - Age: unknown - Age units: None - Sex: male - Ethnicity: None - Health status: healthy - Classification: in vitro differentiated cells - Investigated as: histone,broad histone mark $"
2092,,,HudsonAlpha human Caki2 DNA Methylation Array Caki2 = ,Assay name: DNA methylation profiling by array assay - Assay type: DNA methylation - Target of assay: None - Genome assembly: None - Biosample term name: Caki2 - Project: ENCODE - Organism: Homo sapiens - Life stage: adult - Age: 69 - Age units: year - Sex: male - Ethnicity: Caucasian - Health status: None - Classification: cell line - Investigated as: None $
12276,GSM1059530,,"sample alias: CD4.RO_01721; sample common name: CD4 Primary Cells; molecule: genomic DNA; disease: None; biomaterial_provider: FHCRC HEIMFELD; biomaterial_type: Primary Cell; cell_type: CD4 Primary Cells; markers: CD4+; donor_id: RO 01679; donor_age: year 21; donor_health_status: NA; donor_sex: Male; donor_ethnicity: Caucasian; passage_if_expanded: NA; experiment_type: Digital Genomic Footprinting; extraction_protocol: Qiagen minElut; dnase_protocol: http://www.roadmapepigenomics.org/protocols/type/experimental/ Design description: Digital Genomic Footprinting determination via DNase-seq; Library name: DGF.DS17212; EDACC Genboree Experiment Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FUniversity%20of%20Washington%2FEXPERIMENT%2FEDACC.14987; EDACC Genboree Sample Page:; http://genboree.org/java-bin/project.jsp?projectName=XML%20Submissions%2FUniversity%20of%20Washington%2FSAMPLE%2FEDACC.5345; ; For data usage terms and conditions, please refer to:; http://www.drugabuse.gov/funding/funding-opportunities/nih-common-fund/epigenomics-data-access-policies;   CD4-positive, alpha-beta T cell male adult (21 year) Naive peripheral CD4+, CD45RA+ helper T cells from a healthy 21 year old Caucasian male. Cells were provided by Shelly Heimfeld lab at FHCRC. = ","Assay name: DNase-seq - Assay type: DNA accessibility - Target of assay: None - Genome assembly: GRCh38,hg19 - Biosample term name: CD4-positive, alpha-beta T cell - Project: Roadmap - Organism: Homo sapiens - Life stage: adult - Age: 21 - Age units: year - Sex: male - Ethnicity: Caucasian - Health status: None - Classification: primary cell - Investigated as: None $"
2004,GSM772855,,"sample alias: BioSam 185; sample common name: CD4 Memory Primary Cells; donor_health_status: presumed normal; molecule: genomic DNA; disease: presumed normal; markers: CD4+; passage_if_expanded: NA; cell_type: CD45RO CD4; donor_ethnicity: NA; donor_sex: Unknown; biomaterial_type: Primary Cell; donor_id: Donor 101 8 pooled leukopaks Jan 20 2011; biomaterial_provider: Dana Farber; donor_age: NA; chip_protocol_bead_type: Protein A-Sepharose 4B; chip_antibody: H3K27me3; chip_protocol_chromatin_amount: 0.5 to 3 million cells; extraction_protocol: cell/nuclei lysis; chip_protocol_antibody_amount: ~1 ug; chip_protocol_bead_amount: 10 ul bed volume; chip_protocol: Bernstein_BROAD_ENCODE_protocol; extraction_protocol_sonication_cycles: 1; chip_antibody_catalog: 07-449; chip_antibody_provider: Millipore; chip_antibody_lot: DAM1514011; experiment_type: Histone H3K27me3; extraction_protocol_type_of_sonicator: Branson  CD4-positive, alpha-beta memory T cell Isoform CD45RO+ memory CD4+ T cells from a pool of leukopacks from healthy donors provided by Dana Farber Cancer Institute.,Isoform CD45RO+ memory CD4+ T cells from pooled leukopacks. Cells came from a healthy donor provided by Dana Farber Cancer Institute. = ","Assay name: ChIP-seq - Assay type: DNA binding - Target of assay: H3K27me3 - Genome assembly: GRCh38,hg19 - Biosample term name: CD4-positive, alpha-beta memory T cell - Project: Roadmap - Organism: Homo sapiens - Life stage: unknown - Age: unknown - Age units: None - Sex: unknown - Ethnicity: None - Health status: healthy - Classification: primary cell - Investigated as: histone,broad histone mark $"
